customer_id,full_name,email,order_id,product_id,order_timestamp,total_spent,payment_status,delivery_status,segment,state,category,quantity,unit_cost,order_total,discount,shipping_cost,tax,notes,last_updated
CLI_0366,Alice Johnson,reconcile11@test.com,TXN_00148,ITM_194,7/25/2023,695.76,COMPLETED,PENDING,PREMIUM,EAST,HOME,1,291.5,119.25,60.6,29.73,27.68,,2023-10-31T18:30:00.000Z
CLI_0153,Bob Wilson,reconcile12@test.com,TXN_00145,ITM_186,4/19/2023,874.83,PENDING,IN_TRANSIT,VIP,WEST,BOOKS,9,208.99,131.68,51.75,15.26,42.34,,2023-11-12T18:30:00.000Z
CLI_0428,Jane Doe,reconcile13@test.com,TXN_00070,ITM_151,1/15/2023,54.82,COMPLETED,IN_TRANSIT,PREMIUM,NORTH,BOOKS,8,162.71,245.09,39.16,28.47,26.05,,2023-01-04T18:30:00.000Z
CLI_0283,Bob Wilson,reconcile14@test.com,TXN_00445,ITM_177,9/27/2023,865.66,COMPLETED,IN_TRANSIT,PREMIUM,NORTH,ELECTRONICS,4,152.45,751.53,71.18,26.15,40.33,Additional processing required,2023-12-14T18:30:00.000Z
CLI_0450,Jane Doe,reconcile15@test.com,TXN_00200,ITM_074,1/10/2023,253.11,FAILED,IN_TRANSIT,VIP,NORTH,BOOKS,6,25.36,547.24,79.12,29.73,36.79,,2023-05-19T18:30:00.000Z
CLI_0365,Jane Doe,reconcile16@test.com,TXN_00245,ITM_052,6/10/2023,738.83,FAILED,DELIVERED,VIP,NORTH,FASHION,10,65.25,107.02,45.46,27.12,55.37,Additional processing required,2023-12-19T18:30:00.000Z
CLI_0188,Alice Johnson,reconcile17@test.com,TXN_00931,ITM_113,4/4/2023,509.55,PENDING,IN_TRANSIT,STANDARD,NORTH,ELECTRONICS,4,175.01,186.19,59.63,26.67,12.08,Additional processing required,2023-07-18T18:30:00.000Z
CLI_0440,John Smith,reconcile18@test.com,TXN_00934,ITM_105,11/19/2023,388.82,PENDING,DELIVERED,STANDARD,NORTH,BOOKS,6,208.76,679.3,40.45,12.51,22.29,,2023-04-16T18:30:00.000Z
CLI_0187,John Smith,reconcile19@test.com,TXN_00995,ITM_132,7/15/2023,955.37,FAILED,IN_TRANSIT,PREMIUM,EAST,HOME,9,92.46,792.42,68.53,9.74,64.85,,2023-10-13T18:30:00.000Z
CLI_0253,John Smith,reconcile20@test.com,TXN_00315,ITM_020,10/23/2023,874.17,COMPLETED,PENDING,STANDARD,EAST,BOOKS,3,199.38,784.32,2.22,16.28,25.62,Additional processing required,2023-09-18T18:30:00.000Z
CLI_0246,Jane Doe,reconcile21@test.com,TXN_00136,ITM_033,7/25/2023,896.85,FAILED,DELIVERED,VIP,SOUTH,FASHION,2,127.81,756.33,54.01,10.19,27.05,Additional processing required,2023-01-07T18:30:00.000Z
CLI_0121,John Smith,reconcile22@test.com,TXN_00227,ITM_075,3/20/2023,852.27,FAILED,DELIVERED,STANDARD,EAST,BOOKS,4,216.99,284.18,87.1,5.73,52.45,,2023-02-28T18:30:00.000Z
CLI_0161,John Smith,reconcile23@test.com,TXN_00788,ITM_074,8/8/2023,654.94,COMPLETED,DELIVERED,VIP,WEST,ELECTRONICS,2,272.66,530.37,88.48,5.63,5.52,Additional processing required,2023-05-23T18:30:00.000Z
CLI_0290,Jane Doe,reconcile24@test.com,TXN_00158,ITM_053,1/15/2023,923.17,COMPLETED,DELIVERED,VIP,WEST,FASHION,9,187.29,170.57,94.63,12.11,19.5,Additional processing required,2023-10-26T18:30:00.000Z
CLI_0331,Bob Wilson,reconcile25@test.com,TXN_00884,ITM_075,12/7/2023,740.51,FAILED,DELIVERED,PREMIUM,WEST,HOME,5,190.77,575.85,79.56,23.95,30.96,Additional processing required,2023-06-30T18:30:00.000Z
CLI_0251,Jane Doe,reconcile26@test.com,TXN_00894,ITM_102,6/3/2023,383.5,PENDING,IN_TRANSIT,STANDARD,EAST,FASHION,6,45.04,717.92,92.9,24.34,11.27,Additional processing required,2023-12-21T18:30:00.000Z
CLI_0136,Alice Johnson,reconcile27@test.com,TXN_00562,ITM_186,4/25/2023,651.94,FAILED,PENDING,PREMIUM,EAST,HOME,8,144.75,831.12,8.66,15.71,34.63,,2023-09-15T18:30:00.000Z
CLI_0281,Bob Wilson,reconcile28@test.com,TXN_00641,ITM_136,11/23/2023,504.24,PENDING,IN_TRANSIT,PREMIUM,SOUTH,FASHION,9,206.02,548.52,2.58,14.59,15.14,,2023-08-31T18:30:00.000Z
CLI_0459,Bob Wilson,reconcile29@test.com,TXN_00917,ITM_067,2/12/2023,677.8,PENDING,DELIVERED,STANDARD,SOUTH,HOME,3,36.73,770.42,61.88,9.24,34.22,Additional processing required,2023-03-26T18:30:00.000Z
CLI_0096,John Smith,reconcile30@test.com,TXN_00277,ITM_115,5/10/2023,899.86,COMPLETED,PENDING,PREMIUM,SOUTH,FASHION,3,165.66,290.09,31.24,29.78,10.72,,2023-03-31T18:30:00.000Z
CLI_0243,Alice Johnson,reconcile31@test.com,TXN_00322,ITM_148,8/4/2023,812.51,COMPLETED,DELIVERED,PREMIUM,WEST,HOME,10,257.03,105.02,49.63,18.17,27.25,,2023-09-25T18:30:00.000Z
CLI_0255,Jane Doe,reconcile32@test.com,TXN_00543,ITM_109,6/14/2023,436.12,COMPLETED,IN_TRANSIT,VIP,SOUTH,BOOKS,3,143.04,208.59,25.97,13.19,52.68,Additional processing required,2023-10-10T18:30:00.000Z
CLI_0105,John Smith,reconcile33@test.com,TXN_00624,ITM_200,11/12/2023,267.09,COMPLETED,PENDING,VIP,WEST,BOOKS,3,276.12,226.58,74.27,24.55,45.38,,2023-10-07T18:30:00.000Z
CLI_0168,Alice Johnson,reconcile34@test.com,TXN_00819,ITM_126,12/4/2023,802.64,PENDING,PENDING,PREMIUM,SOUTH,FASHION,9,247.46,347.4,95.7,9.49,42.78,Additional processing required,2023-09-18T18:30:00.000Z
CLI_0400,Alice Johnson,reconcile35@test.com,TXN_00482,ITM_168,11/2/2023,550.34,FAILED,PENDING,STANDARD,NORTH,BOOKS,8,142.27,599.29,95.71,28.81,46.06,,2023-05-06T18:30:00.000Z
CLI_0005,John Smith,reconcile36@test.com,TXN_00529,ITM_155,9/25/2023,131.29,COMPLETED,PENDING,PREMIUM,SOUTH,BOOKS,8,150.81,359.73,38.72,15.46,26.1,Additional processing required,2023-04-18T18:30:00.000Z
CLI_0009,Alice Johnson,reconcile37@test.com,TXN_00496,ITM_173,2/25/2023,417.55,PENDING,DELIVERED,PREMIUM,NORTH,HOME,6,309.62,171.13,70.17,29.42,47.9,Additional processing required,2023-06-24T18:30:00.000Z
CLI_0320,John Smith,reconcile38@test.com,TXN_00350,ITM_119,4/16/2023,586.49,FAILED,PENDING,PREMIUM,NORTH,BOOKS,1,178.28,191.57,76.36,19.07,36.0,,2023-06-27T18:30:00.000Z
CLI_0152,Jane Doe,reconcile39@test.com,TXN_00444,ITM_092,11/24/2023,369.04,PENDING,PENDING,PREMIUM,WEST,FASHION,8,93.76,653.43,17.16,10.17,44.22,,2023-11-12T18:30:00.000Z
CLI_0324,Alice Johnson,reconcile40@test.com,TXN_00823,ITM_031,12/3/2023,735.27,FAILED,PENDING,STANDARD,SOUTH,ELECTRONICS,10,134.2,498.78,20.65,28.01,64.14,Additional processing required,2023-04-10T18:30:00.000Z
CLI_0018,Bob Wilson,reconcile41@test.com,TXN_00991,ITM_123,6/8/2023,890.46,FAILED,IN_TRANSIT,STANDARD,NORTH,ELECTRONICS,10,268.74,425.41,66.07,8.25,64.37,,2023-10-11T18:30:00.000Z
CLI_0461,John Smith,reconcile42@test.com,TXN_00835,ITM_044,8/3/2023,1048.63,FAILED,PENDING,STANDARD,SOUTH,FASHION,3,46.78,799.03,81.14,24.12,58.99,,2023-08-27T18:30:00.000Z
CLI_0391,John Smith,reconcile43@test.com,TXN_00432,ITM_009,8/8/2023,1032.51,COMPLETED,IN_TRANSIT,PREMIUM,NORTH,HOME,1,138.77,171.83,48.89,12.66,45.07,Additional processing required,2023-08-06T18:30:00.000Z
CLI_0431,Jane Doe,reconcile44@test.com,TXN_00799,ITM_154,7/9/2023,86.09,PENDING,DELIVERED,STANDARD,NORTH,HOME,9,244.39,152.85,64.17,17.37,19.14,Additional processing required,2023-09-20T18:30:00.000Z
CLI_0305,Bob Wilson,reconcile45@test.com,TXN_00535,ITM_144,2/2/2023,989.48,FAILED,PENDING,VIP,EAST,HOME,3,94.75,720.33,5.69,15.24,37.55,,2023-04-23T18:30:00.000Z
CLI_0198,Jane Doe,reconcile46@test.com,TXN_00243,ITM_151,7/1/2023,115.31,COMPLETED,PENDING,PREMIUM,WEST,FASHION,5,248.25,169.76,94.3,21.18,57.23,Additional processing required,2023-11-08T18:30:00.000Z
CLI_0417,Jane Doe,reconcile47@test.com,TXN_00319,ITM_096,7/9/2023,961.2,COMPLETED,DELIVERED,VIP,EAST,HOME,10,219.79,794.29,79.78,7.25,21.63,,2023-12-07T18:30:00.000Z
CLI_0241,Alice Johnson,reconcile48@test.com,TXN_00010,ITM_098,11/22/2023,777.39,PENDING,DELIVERED,PREMIUM,EAST,BOOKS,4,160.35,327.27,82.06,20.0,53.75,,2023-07-08T18:30:00.000Z
CLI_0091,Bob Wilson,reconcile49@test.com,TXN_00170,ITM_007,8/4/2023,602.16,COMPLETED,PENDING,STANDARD,EAST,FASHION,7,191.38,301.45,74.36,22.2,49.8,,2023-10-26T18:30:00.000Z
CLI_0443,Alice Johnson,reconcile50@test.com,TXN_00110,ITM_129,10/3/2023,521.95,FAILED,PENDING,PREMIUM,NORTH,FASHION,8,273.28,287.68,17.52,21.18,25.52,,2023-11-25T18:30:00.000Z
CLI_0458,Alice Johnson,reconcile51@test.com,TXN_00649,ITM_026,9/5/2023,113.9,FAILED,DELIVERED,VIP,NORTH,FASHION,4,147.06,854.31,64.25,17.41,49.79,Additional processing required,2023-08-27T18:30:00.000Z
CLI_0335,Alice Johnson,reconcile52@test.com,TXN_00077,ITM_010,7/6/2023,867.31,COMPLETED,DELIVERED,PREMIUM,NORTH,ELECTRONICS,7,243.16,729.17,60.82,18.25,31.55,,2023-09-02T18:30:00.000Z
CLI_0225,Bob Wilson,reconcile53@test.com,TXN_00152,ITM_033,12/20/2023,726.38,FAILED,DELIVERED,VIP,NORTH,FASHION,6,14.24,370.57,51.13,7.39,39.55,Additional processing required,2023-02-11T18:30:00.000Z
CLI_0216,Bob Wilson,reconcile54@test.com,TXN_00657,ITM_137,8/18/2023,129.78,FAILED,IN_TRANSIT,STANDARD,NORTH,HOME,10,78.74,725.19,32.03,6.94,56.69,Additional processing required,2023-09-20T18:30:00.000Z
CLI_0331,John Smith,reconcile55@test.com,TXN_00559,ITM_087,1/13/2023,595.98,FAILED,IN_TRANSIT,VIP,WEST,HOME,2,239.45,632.38,72.89,22.09,44.4,,2023-04-01T18:30:00.000Z
CLI_0329,Bob Wilson,reconcile56@test.com,TXN_00884,ITM_108,5/16/2023,480.32,FAILED,PENDING,PREMIUM,SOUTH,BOOKS,6,256.59,688.36,66.42,6.44,20.04,Additional processing required,2023-05-11T18:30:00.000Z
CLI_0335,Bob Wilson,reconcile57@test.com,TXN_00648,ITM_144,5/14/2023,968.27,PENDING,IN_TRANSIT,VIP,EAST,BOOKS,2,277.85,361.6,51.77,24.25,11.6,,2023-05-03T18:30:00.000Z
CLI_0201,John Smith,reconcile58@test.com,TXN_00716,ITM_115,6/24/2023,330.75,PENDING,IN_TRANSIT,PREMIUM,WEST,FASHION,7,20.28,487.55,18.27,25.73,47.25,Additional processing required,2023-07-05T18:30:00.000Z
CLI_0494,Bob Wilson,reconcile59@test.com,TXN_00231,ITM_133,7/24/2023,737.8,FAILED,PENDING,STANDARD,EAST,FASHION,7,132.88,730.47,75.26,29.13,20.27,,2023-05-20T18:30:00.000Z
CLI_0040,Bob Wilson,reconcile60@test.com,TXN_00142,ITM_175,8/4/2023,493.46,COMPLETED,IN_TRANSIT,VIP,EAST,HOME,7,226.91,285.11,27.47,21.22,22.67,,2023-01-27T18:30:00.000Z
CLI_0214,John Smith,reconcile61@test.com,TXN_00125,ITM_129,12/28/2023,80.59,COMPLETED,DELIVERED,STANDARD,SOUTH,ELECTRONICS,8,184.83,369.9,0.72,13.36,55.22,,2023-03-17T18:30:00.000Z
CLI_0157,Jane Doe,reconcile62@test.com,TXN_00279,ITM_161,12/10/2023,188.13,PENDING,PENDING,VIP,EAST,FASHION,3,27.57,530.08,52.67,23.82,34.27,Additional processing required,2023-02-07T18:30:00.000Z
CLI_0039,John Smith,reconcile63@test.com,TXN_00778,ITM_153,11/5/2023,372.66,COMPLETED,PENDING,PREMIUM,SOUTH,BOOKS,5,105.89,742.9,70.73,22.84,15.35,Additional processing required,2023-08-11T18:30:00.000Z
CLI_0076,Alice Johnson,reconcile64@test.com,TXN_00357,ITM_198,9/24/2023,499.3,COMPLETED,PENDING,VIP,EAST,HOME,2,120.19,313.19,32.51,5.66,56.51,Additional processing required,2023-08-01T18:30:00.000Z
CLI_0144,Bob Wilson,reconcile65@test.com,TXN_00307,ITM_127,12/3/2023,581.99,FAILED,IN_TRANSIT,PREMIUM,EAST,BOOKS,2,293.16,601.82,66.79,22.38,7.51,Additional processing required,2023-11-17T18:30:00.000Z
CLI_0071,Jane Doe,reconcile66@test.com,TXN_00493,ITM_064,10/28/2023,326.76,PENDING,PENDING,VIP,NORTH,FASHION,10,184.63,256.44,68.0,26.6,58.0,Additional processing required,2023-02-25T18:30:00.000Z
CLI_0316,Jane Doe,reconcile67@test.com,TXN_00607,ITM_129,8/26/2023,949.62,FAILED,PENDING,PREMIUM,NORTH,HOME,1,291.11,612.55,63.62,15.21,8.87,Additional processing required,2023-05-31T18:30:00.000Z
CLI_0409,John Smith,reconcile68@test.com,TXN_00492,ITM_081,7/14/2023,351.87,FAILED,DELIVERED,VIP,SOUTH,BOOKS,9,277.74,760.29,86.99,27.13,20.61,,2023-09-14T18:30:00.000Z
CLI_0349,Bob Wilson,reconcile69@test.com,TXN_00467,ITM_032,1/22/2023,598.47,COMPLETED,PENDING,STANDARD,NORTH,ELECTRONICS,3,21.51,594.74,75.57,10.3,35.75,,2023-11-06T18:30:00.000Z
CLI_0482,John Smith,reconcile70@test.com,TXN_00935,ITM_198,8/2/2023,609.06,COMPLETED,IN_TRANSIT,STANDARD,NORTH,ELECTRONICS,6,180.09,319.76,69.83,7.58,61.27,Additional processing required,2023-04-15T18:30:00.000Z
CLI_0112,Bob Wilson,reconcile71@test.com,TXN_00728,ITM_095,5/14/2023,281.75,FAILED,IN_TRANSIT,STANDARD,NORTH,ELECTRONICS,9,215.49,775.42,13.69,14.74,42.78,Additional processing required,2023-07-06T18:30:00.000Z
CLI_0018,Jane Doe,reconcile72@test.com,TXN_00656,ITM_018,6/20/2023,461.24,COMPLETED,DELIVERED,VIP,EAST,FASHION,7,88.75,405.65,70.59,23.14,20.96,,2023-03-19T18:30:00.000Z
CLI_0404,Jane Doe,reconcile73@test.com,TXN_00719,ITM_121,11/22/2023,131.11,COMPLETED,PENDING,STANDARD,WEST,ELECTRONICS,7,284.92,861.8,15.5,21.93,46.86,Additional processing required,2023-08-14T18:30:00.000Z
CLI_0467,Jane Doe,reconcile74@test.com,TXN_00001,ITM_017,4/17/2023,1008.94,FAILED,DELIVERED,PREMIUM,NORTH,FASHION,1,116.58,139.64,33.34,17.99,56.84,,2023-10-15T18:30:00.000Z
CLI_0087,Alice Johnson,reconcile75@test.com,TXN_00336,ITM_149,9/13/2023,480.15,FAILED,IN_TRANSIT,STANDARD,SOUTH,ELECTRONICS,9,279.53,633.42,46.45,13.55,27.81,,2023-07-13T18:30:00.000Z
CLI_0471,John Smith,reconcile76@test.com,TXN_00926,ITM_159,9/25/2023,570.18,FAILED,PENDING,STANDARD,NORTH,FASHION,2,157.23,775.33,97.69,13.92,43.64,,2022-12-31T18:30:00.000Z
CLI_0239,Bob Wilson,reconcile77@test.com,TXN_00101,ITM_171,4/1/2023,530.41,FAILED,DELIVERED,PREMIUM,NORTH,ELECTRONICS,4,263.72,275.28,48.31,14.81,54.39,,2023-06-09T18:30:00.000Z
CLI_0134,Alice Johnson,reconcile78@test.com,TXN_00152,ITM_019,1/18/2023,316.28,FAILED,DELIVERED,STANDARD,NORTH,ELECTRONICS,5,20.92,774.98,56.99,26.98,39.42,,2023-08-12T18:30:00.000Z
CLI_0398,Jane Doe,reconcile79@test.com,TXN_00551,ITM_057,9/21/2023,1013.6,PENDING,DELIVERED,STANDARD,WEST,BOOKS,10,24.89,370.07,20.66,18.54,21.95,Additional processing required,2023-03-05T18:30:00.000Z
CLI_0194,Bob Wilson,reconcile80@test.com,TXN_00400,ITM_198,4/14/2023,1022.75,COMPLETED,DELIVERED,STANDARD,EAST,ELECTRONICS,4,190.4,627.33,8.49,7.19,15.06,,2023-12-21T18:30:00.000Z
CLI_0231,John Smith,reconcile81@test.com,TXN_00781,ITM_072,3/15/2023,290.12,PENDING,PENDING,STANDARD,SOUTH,BOOKS,9,154.35,532.33,50.06,21.51,42.07,,2023-06-10T18:30:00.000Z
CLI_0166,Alice Johnson,reconcile82@test.com,TXN_00322,ITM_013,8/11/2023,256.1,PENDING,IN_TRANSIT,PREMIUM,WEST,BOOKS,4,106.41,671.29,47.45,13.19,50.97,Additional processing required,2023-09-27T18:30:00.000Z
CLI_0397,John Smith,reconcile83@test.com,TXN_00619,ITM_157,2/6/2023,390.36,COMPLETED,PENDING,VIP,NORTH,ELECTRONICS,10,283.16,804.42,71.53,10.35,30.82,,2023-10-03T18:30:00.000Z
CLI_0179,John Smith,reconcile84@test.com,TXN_00205,ITM_159,5/21/2023,439.19,PENDING,DELIVERED,PREMIUM,WEST,HOME,9,277.32,186.58,21.94,27.17,61.83,,2023-10-08T18:30:00.000Z
CLI_0392,Jane Doe,reconcile85@test.com,TXN_00030,ITM_005,4/26/2023,709.36,FAILED,PENDING,PREMIUM,EAST,BOOKS,9,205.83,604.0,72.36,10.63,10.74,Additional processing required,2023-12-06T18:30:00.000Z
CLI_0248,John Smith,reconcile86@test.com,TXN_00135,ITM_148,10/15/2023,487.38,COMPLETED,DELIVERED,PREMIUM,EAST,BOOKS,1,179.61,730.28,14.34,6.98,45.54,,2023-11-15T18:30:00.000Z
CLI_0409,Jane Doe,reconcile87@test.com,TXN_00603,ITM_193,10/17/2023,945.06,FAILED,DELIVERED,VIP,NORTH,ELECTRONICS,10,296.1,399.17,63.55,16.79,24.26,,2023-07-08T18:30:00.000Z
CLI_0244,Jane Doe,reconcile88@test.com,TXN_00081,ITM_174,1/19/2023,108.68,PENDING,IN_TRANSIT,VIP,SOUTH,BOOKS,7,74.81,304.34,75.5,5.05,15.91,Additional processing required,2023-05-04T18:30:00.000Z
CLI_0417,Bob Wilson,reconcile89@test.com,TXN_00766,ITM_057,2/19/2023,983.71,PENDING,DELIVERED,VIP,EAST,HOME,7,75.27,211.68,58.35,28.26,27.24,Additional processing required,2023-01-08T18:30:00.000Z
CLI_0005,Jane Doe,reconcile90@test.com,TXN_00436,ITM_085,6/9/2023,711.99,COMPLETED,IN_TRANSIT,STANDARD,WEST,BOOKS,2,156.0,183.11,44.39,28.5,60.81,,2023-09-07T18:30:00.000Z
CLI_0360,Alice Johnson,reconcile91@test.com,TXN_00020,ITM_068,6/7/2023,154.77,PENDING,DELIVERED,STANDARD,SOUTH,ELECTRONICS,4,181.19,868.07,62.69,11.3,41.88,,2023-10-24T18:30:00.000Z
CLI_0380,Jane Doe,reconcile92@test.com,TXN_00515,ITM_141,1/16/2023,106.34,PENDING,PENDING,PREMIUM,WEST,HOME,5,122.47,376.95,16.15,11.59,8.89,Additional processing required,2023-03-16T18:30:00.000Z
CLI_0361,Jane Doe,reconcile93@test.com,TXN_00771,ITM_055,1/14/2023,258.59,COMPLETED,DELIVERED,VIP,WEST,FASHION,4,89.4,155.96,26.91,22.29,56.7,Additional processing required,2023-01-08T18:30:00.000Z
CLI_0402,Bob Wilson,reconcile94@test.com,TXN_00278,ITM_199,1/28/2023,245.33,PENDING,PENDING,STANDARD,SOUTH,FASHION,1,269.5,234.37,59.74,6.79,13.17,Additional processing required,2023-10-25T18:30:00.000Z
CLI_0196,John Smith,reconcile95@test.com,TXN_00435,ITM_181,4/28/2023,783.81,COMPLETED,PENDING,STANDARD,SOUTH,FASHION,5,214.6,360.2,10.62,11.0,36.25,Additional processing required,2023-12-19T18:30:00.000Z
CLI_0373,John Smith,reconcile96@test.com,TXN_00911,ITM_078,6/23/2023,162.32,COMPLETED,PENDING,STANDARD,WEST,HOME,4,22.42,306.13,79.32,28.49,57.81,,2023-09-19T18:30:00.000Z
CLI_0266,Bob Wilson,reconcile97@test.com,TXN_00275,ITM_019,3/22/2023,258.03,FAILED,IN_TRANSIT,PREMIUM,SOUTH,FASHION,2,185.41,126.33,21.34,20.52,9.02,Additional processing required,2023-04-06T18:30:00.000Z
CLI_0139,Bob Wilson,reconcile98@test.com,TXN_00871,ITM_016,12/2/2023,204.19,FAILED,IN_TRANSIT,PREMIUM,EAST,HOME,2,263.88,202.39,63.58,26.74,8.95,,2023-12-22T18:30:00.000Z
CLI_0222,John Smith,reconcile99@test.com,TXN_00461,ITM_015,12/1/2023,666.26,PENDING,IN_TRANSIT,VIP,SOUTH,BOOKS,9,235.72,437.96,29.27,27.94,40.71,,2023-07-05T18:30:00.000Z
CLI_0154,Jane Doe,reconcile100@test.com,TXN_00719,ITM_054,1/6/2023,349.81,FAILED,DELIVERED,VIP,WEST,HOME,9,241.35,241.33,74.42,20.5,21.45,Additional processing required,2023-11-04T18:30:00.000Z
CLI_0207,Alice Johnson,reconcile101@test.com,TXN_00346,ITM_037,1/13/2023,995.82,PENDING,DELIVERED,VIP,NORTH,ELECTRONICS,10,255.67,444.79,86.64,10.54,21.93,,2023-11-12T18:30:00.000Z
CLI_0140,Bob Wilson,reconcile102@test.com,TXN_00417,ITM_127,8/17/2023,65.56,COMPLETED,IN_TRANSIT,PREMIUM,EAST,FASHION,2,199.53,570.95,40.59,5.31,13.13,,2023-01-12T18:30:00.000Z
CLI_0391,John Smith,reconcile103@test.com,TXN_00615,ITM_140,5/12/2023,334.78,COMPLETED,IN_TRANSIT,VIP,EAST,FASHION,1,221.5,149.78,11.99,29.5,34.34,Additional processing required,2023-06-22T18:30:00.000Z
CLI_0176,John Smith,reconcile104@test.com,TXN_00372,ITM_199,10/26/2023,442.94,PENDING,PENDING,STANDARD,NORTH,ELECTRONICS,8,292.08,886.83,31.76,20.02,21.55,,2023-11-21T18:30:00.000Z
CLI_0169,John Smith,reconcile105@test.com,TXN_00366,ITM_185,10/4/2023,745.63,FAILED,DELIVERED,VIP,WEST,FASHION,5,160.7,549.51,84.0,20.47,57.25,Additional processing required,2023-02-23T18:30:00.000Z
CLI_0239,John Smith,reconcile106@test.com,TXN_00018,ITM_198,11/1/2023,895.57,FAILED,PENDING,VIP,EAST,FASHION,1,99.42,418.48,1.47,20.37,14.07,,2023-05-31T18:30:00.000Z
CLI_0363,Alice Johnson,reconcile107@test.com,TXN_00275,ITM_123,7/23/2023,716.91,PENDING,PENDING,STANDARD,SOUTH,FASHION,5,230.52,857.55,55.81,24.81,37.52,,2023-05-04T18:30:00.000Z
CLI_0003,Jane Doe,reconcile108@test.com,TXN_00784,ITM_192,8/8/2023,467.1,COMPLETED,PENDING,VIP,NORTH,BOOKS,2,99.87,816.25,80.55,7.44,28.6,,2023-11-04T18:30:00.000Z
CLI_0183,John Smith,reconcile109@test.com,TXN_00244,ITM_177,7/4/2023,173.02,PENDING,PENDING,STANDARD,NORTH,ELECTRONICS,6,216.81,474.59,30.9,18.94,5.04,,2023-04-02T18:30:00.000Z
CLI_0070,Bob Wilson,reconcile110@test.com,TXN_00127,ITM_045,7/25/2023,176.48,FAILED,PENDING,PREMIUM,EAST,FASHION,9,87.98,295.8,40.76,5.67,28.92,,2023-11-04T18:30:00.000Z
CLI_0020,Jane Doe,reconcile111@test.com,TXN_00853,ITM_197,1/12/2023,593.61,COMPLETED,PENDING,VIP,NORTH,HOME,2,99.72,735.62,64.84,18.52,31.2,Additional processing required,2023-11-06T18:30:00.000Z
CLI_0245,Bob Wilson,reconcile112@test.com,TXN_00058,ITM_155,2/9/2023,508.87,PENDING,PENDING,VIP,WEST,HOME,3,181.38,535.06,4.66,6.38,29.57,,2023-04-04T18:30:00.000Z
CLI_0120,Alice Johnson,reconcile113@test.com,TXN_00730,ITM_131,2/20/2023,665.97,FAILED,PENDING,PREMIUM,EAST,BOOKS,10,87.71,899.26,43.01,7.31,50.53,,2023-01-22T18:30:00.000Z
CLI_0317,Bob Wilson,reconcile114@test.com,TXN_00324,ITM_099,5/3/2023,200.72,COMPLETED,IN_TRANSIT,PREMIUM,WEST,FASHION,3,30.36,282.98,86.02,16.84,10.23,Additional processing required,2023-12-06T18:30:00.000Z
CLI_0445,Bob Wilson,reconcile115@test.com,TXN_00129,ITM_109,9/11/2023,402.03,COMPLETED,PENDING,PREMIUM,SOUTH,ELECTRONICS,9,232.21,247.81,25.24,22.5,9.86,Additional processing required,2023-10-09T18:30:00.000Z
